Date,MSFT,AAPL,TSLA,BTC-USD,^GSPC,PM,KO,AAL,AXP
2015-01-02,0.006673708240631182,-0.009512562486794773,-0.013938198677625357,0.0024917184690256278,-0.0003399636723855348,-0.005279375147110521,-0.0018947801931311625,0.005220878770603399,-0.0002155252097687521
2015-01-05,-0.009196083862613169,-0.028171515214985954,-0.042040900457116614,0.03890683553533014,-0.018278105145113743,-0.007528777969962208,0.0,-0.0005562238672613962,-0.026445563667742866
2015-01-06,-0.014676978354334569,9.394489794223304e-05,0.005664214231676512,0.04268162514326268,-0.008893471722946522,0.008580992096846485,0.007593508802600457,-0.015590557582528808,-0.021312038939638067
2015-01-07,0.012705046079495519,0.014022360914462517,-0.001561953125698179,0.028470732229305185,0.01162984267174294,0.007521551110984737,0.01248251698551428,-0.0005654234132506097,0.02184040481616023
2015-01-08,0.02941820232379677,0.038422150082410234,-0.0015643062228212212,-0.03733137995621494,0.017888280629516196,0.015053208163875231,0.012095754781048296,0.01226164484490444,0.014174695923086178
2015-01-09,-0.008404938930778538,0.0010723233861891224,-0.01880162868119095,0.024912706601556422,-0.008403811034715436,-0.002652529813895743,-0.011032059576864706,-0.030562653082431668,-0.012666575939939362
2015-01-12,-0.012502741244453719,-0.024640634810391915,-0.021532937527272922,0.00804030075540374,-0.008093685160912578,0.003989508232784766,-0.009063579640302133,-0.04690480889415172,-0.010174794452532887
2015-01-13,-0.005150117402378029,0.008878797612333011,0.0100884505662715,-0.1565930750498653,-0.0025785552362955766,0.0006017095943620099,-0.00023410745689544932,0.016538636437457344,-0.0030167028505954097
2015-01-14,-0.008627839237397184,-0.0038103039118120297,-0.05659731605921303,-0.21144862196566871,-0.005813067327385291,0.003851297432507561,-0.001642169704502705,-0.01964281577541027,-0.024207027649692847
2015-01-15,-0.010444323955971169,-0.02714038778700989,-0.004255479210354296,0.17821708719158869,-0.009247875921837956,-0.0071926630401102365,-0.004229282055229877,0.0,-0.013667356003475462
2015-01-16,0.016710773193230555,-0.007770037413777908,0.00625417887981472,-0.00832520380537527,0.013424199395820402,-0.0014489544491351758,0.0035394837344921992,0.008095450570589469,0.001863165164396774
2015-01-20,0.0032439067075364925,0.025756839873160242,-0.005904512237577819,-0.016503647079460282,0.0015499523698385698,0.010640777332768803,0.014812814240988903,0.05902428757240985,0.01417968392693858
2015-01-21,-0.010131450607249182,0.007634559963344056,0.024175416838092545,0.0737382606648691,0.004731623968765364,0.011605707905796514,0.0046341716778817155,0.017440701416742588,0.004698519147253499
2015-01-22,0.02635018724167515,0.026015136793777094,0.02569064855773795,0.028687036825075563,0.015269721916580492,0.00721476815677824,0.009686251272064794,0.03577439678804062,-0.03764110402594356
2015-01-23,0.0010605147054694175,0.00516035706551099,-0.0016367892555787522,-0.0022579027249116645,-0.005491522439307173,-0.02747772801467363,-0.01073568249259782,0.001798722672248898,-0.002844916432592326
2015-01-26,-0.003602794607598492,0.0010622020375041785,0.026131501025310033,0.07786199419605744,0.002568460857030219,0.0027770750858286952,-0.007157557960713712,-0.004309443645837074,-0.009865528413573577
2015-01-27,-0.09253379991161204,-0.035013310250246676,-0.002759676204148298,-0.03655931713327831,-0.013387862410411011,-0.017459603453523487,-0.014186168424518808,-0.04959419296088041,-0.010804354641380964
2015-01-28,-0.03445809484906526,0.056532890874921415,-0.032090460812031596,-0.11219285371519871,-0.013495609366348305,-0.012499787429922748,-0.011087489479874146,-0.039468818008837614,-0.008131112462667511
2015-01-29,0.01990769807727144,0.031133549837431662,0.029242121436218182,-0.001718542245643162,0.009534685287099887,0.0079421270940232,0.0042938517523058994,0.0320034479922795,0.0033036019888301738
2015-01-30,-0.0383244167189386,-0.014634253998425883,-0.00779726334516595,-0.03035375941254781,-0.012991965252009852,-0.012065748560959655,-0.022090276876256976,-0.06049024557594984,-0.0159755566249572
2015-02-02,0.021782269244863928,0.012547035539419493,0.03605104274634208,0.04959644263664864,0.01296246371066978,0.01732299591594244,0.010201970772329982,-0.007334910175917475,0.017846194767045187
2015-02-03,0.007751931465811657,0.00016863762633323454,0.03517590711409224,-0.046010344481269505,0.014439495293299576,0.007472449380256929,0.0009613377970796311,-0.02504117570595754,0.019481114200069927
2015-02-04,0.005769017344706251,0.007669478194728185,0.0008700814868305429,-0.001826075536872085,-0.0041560462088314765,-0.0019453887042130136,0.0012012372743925859,0.04126312566848345,-0.0014331284461902571
2015-02-05,0.014579846403811825,0.0071377089253577,0.011164557019470722,-0.042944129153365984,0.010291406686777416,0.005969862883099308,0.0026390915843157448,-0.011142296412125718,0.01339563774356467
2015-02-06,-0.0009425395353477306,-0.008420938156528113,-0.016426121293351303,0.023743680503459652,-0.0034181723141418763,-0.015744162808026152,-0.008135648315886757,-0.013521942142919907,0.0033045665041002703
